school_name,school_type,address,city,county,phone,email,official_website,grades_raw,county_fit,grade_fit,school_type_fit,source_system,source_url,verification_status,notes
Destiny Academy,private_elementary,"332 CASSIA DRIVE, DAVENPORT, FL 33897",Davenport,Orange,(407) 276-2118,dr.dabrio@yahoo.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: BEVON DABRIO. Source: FLDOE Private School Directory, Orange County."
Divine Knowledge Institute,private_elementary,"6250 EDGEWATER DRIVE SUITE 500, ORLANDO, FL 32810",Orlando,Orange,(407) 223-2605,takishasims@yahoo.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: TAKISHA R SIMS. Source: FLDOE Private School Directory, Orange County."
Divinely Ordered Prep School,private_elementary,"1336 NORTH PINE HILLS ROAD, ORLANDO, FL 32808",Orlando,Orange,(321) 299-4684,dochildcare@yahoo.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: DENA ELMORE. Source: FLDOE Private School Directory, Orange County."
Domdidi Academy,private_elementary,"6837 WEST COLONIAL DR, ORLANDO, FL 32818",Orlando,Orange,(321) 800-4488,admin@domdidiacademy.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: DOMINIQUE MATHURIN. Source: FLDOE Private School Directory, Orange County."
Downey Christian School,private_elementary,"10201 EAST COLONIAL DRIVE, ORLANDO, FL 32817",Orlando,Orange,(407) 275-0340,dees.enterprises@yahoo.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: CHARLES T. DEES. Source: FLDOE Private School Directory, Orange County."
Dream Big Academy Of Learning Dba Great Beg,private_elementary,"115 9TH STREET, WINTER GARDEN, FL 34787",Winter Garden,Orange,(407) 537-0033,kbradwell.dba@gmail.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: CONTESSA K. UPSON-BRADWELL. Source: FLDOE Private School Directory, Orange County."
E. H. Mott Learning Center,private_elementary,"6326 W. COLONIAL DRIVE, ORLANDO, FL 32818",Orlando,Orange,(407) 450-6661,classylinks2012@gmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: CARMEN HAMER. Source: FLDOE Private School Directory, Orange County."
Early Education Station Preschool,private_elementary,"6549 OLD WINTER GARDEN ROAD, ORLANDO, FL 32835",Orlando,Orange,(850) 322-0771,earlyeducationdirector@gmail.com,,PK-K,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: GABRIELLE RANSOM. Source: FLDOE Private School Directory, Orange County."
Eastland Christian School,private_elementary,"9000 LAKE UNDER HILL RD., ORLANDO, FL 32825",Orlando,Orange,(407) 277-5858,ted.hollingsworth@eastlandbaptist.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: TED HOLLINGSWORTH. Source: FLDOE Private School Directory, Orange County."
Edna Academy,private_elementary,"221 E. KENNEDEY BLVD., ORLANDO, FL 32751",Orlando,Orange,(321) 866-8749,k.m.ednaacademy@gmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: KAYLON MALLARD. Source: FLDOE Private School Directory, Orange County."
El Bethel Christian Academy,private_elementary,"3000 BRUTON BLVD., ORLANDO, FL 32805",Orlando,Orange,(407) 648-1978,principal_moore@ebcaonline.org,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ALLISON RILEY-MOORE. Source: FLDOE Private School Directory, Orange County."
Elisha American Artistic Preparatory Academ,private_elementary,"350 E. CROWN POINT ROAD STE 1110, WINTER GARDEN, FL 34787",Winter Garden,Orange,(689) 273-2272,admin@elisha.academy,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: JENDAYI WEALTH-PHILLIPS. Source: FLDOE Private School Directory, Orange County."
Elite Preparatory Academy,private_elementary,"1636 WEST OAK RIDGE ROAD, ORLANDO, FL 32809",Orlando,Orange,(407) 855-5811,mshong@elitepreparatoryacademy.net,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ALBERT STEELE. Source: FLDOE Private School Directory, Orange County."
Empowerment Counseling And Educational Cent,private_elementary,"809-811 SOUTH ORANGE BLOSSOM T, APOPKA, FL 32703",Apopka,Orange,(863) 670-8597,gertrudeben@hotmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: GERTRUDE PIERRE. Source: FLDOE Private School Directory, Orange County."
Exclusive Hoops Basketball Academy Llc,private_elementary,"5722 YOUNG PINE RD SUITE 120, ORLANDO, FL 32820",Orlando,Orange,(407) 434-9732,exclusivehoopsfl@gmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: LOTOYA WILLIAMS. Source: FLDOE Private School Directory, Orange County."
Faith Academy,private_elementary,"3832 W. NEW HAMPSHIRE STREET, ORLANDO, FL 32808",Orlando,Orange,(407) 290-2986,faithacademyorlando@gmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ALEXIS FREEMAN. Source: FLDOE Private School Directory, Orange County."
Faith Christian Academy,private_elementary,"9307 CURRY FORD ROAD, ORLANDO, FL 32825-8544",Orlando,Orange,(407) 275-8031,carringtona@fcalions.org,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ANGELA CARRINGTON. Source: FLDOE Private School Directory, Orange County."
Family Christian Academy Orlando,private_elementary,"15060 OLD CHENEY HWY, ORLANDO, FL 32828",Orlando,Orange,(407) 568-9837,dpaynter@fcaorlando.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: DANA PAYNTER. Source: FLDOE Private School Directory, Orange County."
Firm Foundation,private_elementary,"740 9TH ST., WINTER GARDEN, FL 34787",Winter Garden,Orange,(407) 905-9500,meagan@matthewshopeministries.org,,PK-K,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: MEAGAN GALAMBACK. Source: FLDOE Private School Directory, Orange County."
First Phase Core Academy Inc.,private_elementary,"6101 DENSON DRIVE, ORLANDO, FL 32808",Orlando,Orange,(407) 203-8918,fpca15@gmail.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: MARILYN SANTIZO-PEREZ. Source: FLDOE Private School Directory, Orange County."
Future Leaders Academy,private_elementary,"639 NORTH PINE HILLS RD, ORLANDO, FL 32808",Orlando,Orange,(407) 985-3747,bcfrank407@aol.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: BRIDGETTE FRANKLIN. Source: FLDOE Private School Directory, Orange County."
Glad Tidings Academy- East,private_elementary,"8550 CLARCONA OCOEE RD, ORLANDO, FL 32818",Orlando,Orange,(407) 656-4140,mrsangie@ocoeegt.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ANGELA FOBES. Source: FLDOE Private School Directory, Orange County."
Grace Christian Academy,private_elementary,"5401 CURRY FORD RD, ORLANDO, FL 32812",Orlando,Orange,(407) 382-1935,drice@gcapatriots.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: DONALD RICE. Source: FLDOE Private School Directory, Orange County."
Greater Oasis Christian Academy,private_elementary,"6332 W. COLONIAL DRIVE, ORLANDO, FL 32818",Orlando,Orange,(407) 250-6781,gocaforchrist12@gmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: JULIETTE CESAR. Source: FLDOE Private School Directory, Orange County."
Greater Vision Preparatory Academy,private_elementary,"788 MONTGOMERY AVE, OCOEE, FL 34761",Ocoee,Orange,(407) 461-7762,info@gvpreparatoryacademy.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: CHEVON STALLWORTH. Source: FLDOE Private School Directory, Orange County."
Growing Minds Montessori School,private_elementary,"1450 CITRUS OAKS AVE BUILDING 200, GOTHA, FL 34734",Gotha,Orange,(407) 217-2955,gmmsuzma@gmail.com,,PK-K,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ROSIE CARATTINI. Source: FLDOE Private School Directory, Orange County."
Growing Together Academy Inc.,private_elementary,"843 WOODBURY RD., ORLANDO, FL 32828",Orlando,Orange,(407) 616-9943,carloshpereda@outlook.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: CARLOS PEREDA. Source: FLDOE Private School Directory, Orange County."
Hampden Dubose Academy,private_elementary,"3700 DOHNAVUR DRIVE., ZELLWOOD, FL 32798",Zellwood,Orange,(407) 880-4321,pennyboccuzzo@hampdenduboseacademy.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: PENELOPE BOCCUZZO. Source: FLDOE Private School Directory, Orange County."
Hand 'N Hand Child Enrichment Center,private_elementary,"6225 HAZELTINE NATIONAL DRIVE, ORLANDO, FL 32822",Orlando,Orange,(407) 859-6635,patcronon@gmail.com,,PK-K,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: PATRICIA CRONON. Source: FLDOE Private School Directory, Orange County."
Harvest Baptist Christian Academy,private_elementary,"512 S. PARRAMORE AVENUE, ORLANDO, FL 32805",Orlando,Orange,(407) 872-0025,iataylor.hbca@gmail.com,,K-11,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: PASTOR GLENDY HAMILTON. Source: FLDOE Private School Directory, Orange County."
Heritage Preparatory School,private_elementary,"6000 WEST COLONIAL DRIVE, ORLANDO, FL 32808-0400",Orlando,Orange,(407) 293-6000,drbrds22@aol.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: DR. BARBARA STEWART. Source: FLDOE Private School Directory, Orange County."
Higher Dimension Of Learning Academy,private_elementary,"44 COBURN AVE, ORLANDO, FL 32805",Orlando,Orange,(407) 237-0112,marswordss@yahoo.com,,K-10,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: PATRICIA MARIE NEWMAN. Source: FLDOE Private School Directory, Orange County."
Homelife Academy,private_elementary,"10151 UNIVERSITY BLVD 124, ORLANDO, FL 32817",Orlando,Orange,(888) 560-0774,admin@homelifeacademy.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ANGELA MCKEE. Source: FLDOE Private School Directory, Orange County."
Hope Bridge Academy,private_elementary,"700 FORREST CITY RD STE 110, ORLANDO, FL 32810",Orlando,Orange,(863) 307-1290,jillisa.tarver@jtbehavioral.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: JILLISA TARVER. Source: FLDOE Private School Directory, Orange County."
Hope Preparatory Academy,private_elementary,"126 N.HART BLVD., ORLANDO, FL 32835",Orlando,Orange,(407) 965-8913,naele67@hotmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: MARIA MILORD. Source: FLDOE Private School Directory, Orange County."
Horace Grace Christian Academy,private_elementary,"6101 DENSON DRIVE, ORLANDO, FL 32808",Orlando,Orange,(407) 436-5218,jaywalker@horacegrace.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: TJUNIA WALKER. Source: FLDOE Private School Directory, Orange County."
House Of Academia Dba Academia Private Schl,private_elementary,"1150 ELBOC WAY, WINTER GARDEN, FL 34787",Winter Garden,Orange,(407) 473-3187,sophiakhan.hoa@gmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: SOPHIA KHAN. Source: FLDOE Private School Directory, Orange County."
Huntington Learning Center,private_elementary,"5060 DR. PHILLIPS BLVD, ORLANDO, FL 32819",Orlando,Orange,(407) 522-4477,akabani@gmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: AZIZ KABANI. Source: FLDOE Private School Directory, Orange County."
I Can Do It Academy,private_elementary,"1707 FULLERS OAK LOOP, WINTER GARDEN, FL 34787",Winter Garden,Orange,(407) 576-0646,online@icandoit.academy,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: MOACIR RODRIGUES. Source: FLDOE Private School Directory, Orange County."
Ibn Seena Academy Inc.,private_elementary,"12908 S. ORANGE BLOSSOM TRAIL STE.102, ORLANDO, FL 32837",Orlando,Orange,(407) 888-1000,rhemmali@ibnseenaacademy.org,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: REHANNAH HEMMALI. Source: FLDOE Private School Directory, Orange County."
Illuminated Path International Academy,private_elementary,"1317 EDGEWATER DRIVE # 6141, ORLANDO, FL 32804",Orlando,Orange,(530) 276-7893,illuminatedpathcoaching@gmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: BRENDAN FURNARI. Source: FLDOE Private School Directory, Orange County."
Inspire Preparatory Academy,private_elementary,"5362 SILVER STAR ROAD, ORLANDO, FL 32808",Orlando,Orange,(407) 988-7372,s.livingston@inspirecad.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: SABRINA M. LIVINGSTON. Source: FLDOE Private School Directory, Orange County."
J.M.G.C. Academy,private_elementary,"2550 W. COLONIAL DR. STE 300, ORLANDO, FL 32804",Orlando,Orange,(407) 300-4354,phuong@jmgcacademy.org,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: PHUONG HEPBURN. Source: FLDOE Private School Directory, Orange County."
Jmj Academy,private_elementary,"P.O. BOX 680770, ORLANDO, FL 32868",Orlando,Orange,(407) 464-9100,jmjacademy@juno.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: JOHN PREVOSK. Source: FLDOE Private School Directory, Orange County."
Judah Temple Academy Outreach Center,private_elementary,"1210 W ROBINSON ST., ORLANDO, FL 32805",Orlando,Orange,(407) 734-5822,onewendy407@gmail.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: SARAH J KNIGHT. Source: FLDOE Private School Directory, Orange County."
Kids R Kids Learning Academy,private_elementary,"540 PINNACLE COVE BLVD, ORLANDO, FL 32824",Orlando,Orange,(407) 816-1555,tina@krklandstar.com,,PK-K,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: TINA MALDONADO. Source: FLDOE Private School Directory, Orange County."
Kidz College Primary School,private_elementary,"6559 OLD WINTER GARDEN RD UNIT 120, ORLANDO, FL 32835",Orlando,Orange,(407) 906-0300,linda@kidzcollegeps.net,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: LINDA LATSON. Source: FLDOE Private School Directory, Orange County."
L.J Preparatory Christian Academy Llc,private_elementary,"1056 NORTH PINE HILLS RD, ORLANDO, FL 32808",Orlando,Orange,(407) 379-2838,ljprepchristianacademy@gmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: LAMAR SHEALEY. Source: FLDOE Private School Directory, Orange County."
Lake Highland Preparatory School,private_elementary,"901 NORTH HIGHLAND AVENUE, ORLANDO, FL 32803-3295",Orlando,Orange,(407) 206-1900,jmcintyre@lhps.org,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: JAMES MCINTYRE. Source: FLDOE Private School Directory, Orange County."
Lake Rose Christian Academy,private_elementary,"4340 NORTH HIAWASSEE ROAD, ORLANDO, FL 32818",Orlando,Orange,(407) 434-9988,brandon@mylrca.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: BRANDON JONES. Source: FLDOE Private School Directory, Orange County."
Leaders In Learning Academy,private_elementary,"1211 NORTH PINE HILLS ROAD, ORLANDO, FL 32808",Orlando,Orange,(407) 800-4955,tattaltales@gmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ALEXIS DULIN. Source: FLDOE Private School Directory, Orange County."
Leaders Preparatory School,private_elementary,"1021 N. GOLDENROD ROAD N/A, ORLANDO, FL 32807",Orlando,Orange,(407) 382-9900,n.abdool-baseer@lpscfl.org,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: DR. FERYAL ELKHALDI. Source: FLDOE Private School Directory, Orange County."
Learning Ladder Academy,private_elementary,"297 S COTTAGE HILL RD, ORLANDO, FL 32805",Orlando,Orange,(321) 439-9308,alexkidszone@yahoo.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ALEXANDRIA JACKSON. Source: FLDOE Private School Directory, Orange County."
Light Christian Academy - South Campus,private_elementary,"1450 CITRUS OAKS AVENUE, GOTHA, FL 34734",Gotha,Orange,(407) 347-0504,school7380@mylcac.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: GRAHAM CHANCEY. Source: FLDOE Private School Directory, Orange County."
Lighthouse City School Of Excellence,private_elementary,"7510 SILVER STAR ROAD, ORLANDO, FL 32818",Orlando,Orange,(407) 349-7382,lighthousecity@outlook.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: SHIRLEY BROWN. Source: FLDOE Private School Directory, Orange County."
Lighthouse High School,private_elementary,"115 NINTH STREET, WINTER GARDEN, FL 32487",Winter Garden,Orange,(689) 808-1665,lighthouse@lighthousehigh.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: DR.CHRISTINE VALENTINE. Source: FLDOE Private School Directory, Orange County."
Little People Learning Center,private_elementary,"1033 WEST MICHIGAN STREET, ORLANDO, FL 32805",Orlando,Orange,(407) 245-8713,jnstriv@aol.com,,K-K,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: FELICIA JONES. Source: FLDOE Private School Directory, Orange County."
Little Steps Academy,private_elementary,"26 WILLOW DR, ORLANDO, FL 32807",Orlando,Orange,(407) 482-8279,littlestepsllc@gmail.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: RUT AYALA. Source: FLDOE Private School Directory, Orange County."
Living Word Academy,private_elementary,"653 WETHERBEE ROAD, ORLANDO, FL 32824",Orlando,Orange,(407) 851-9800,finance@lwaorlando.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ABNER ADORNO. Source: FLDOE Private School Directory, Orange County."
Ls Academy,private_elementary,"5800 HANSEL AVENUE, ORLANDO, FL 32809",Orlando,Orange,(407) 420-0838,fmartinez202@littlestepsacademy.org,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: FRANCISCO MARTINEZ. Source: FLDOE Private School Directory, Orange County."
Maitland Community Preschool,private_elementary,"1300 W. MAITLAND BLVD., MAITLAND, FL 32751",Maitland,Orange,(407) 215-0990,bwilson@orangewood.org,,PK-K,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ELIZABETH WILSON. Source: FLDOE Private School Directory, Orange County."
Meridian Christian Academy,private_elementary,"1001 SOUTH GOLDWYN AVE, ORLANDO, FL 32805",Orlando,Orange,(407) 730-3470,jroberson@mcaorlando.org,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: JANICE ROBERSON. Source: FLDOE Private School Directory, Orange County."
Mighty Minds Christian Academy,private_elementary,"1851 S. GOLDENROD RD, ORLANDO, FL 32822",Orlando,Orange,(407) 282-5158,tsgoodson@mmca23.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: TEKELA GOODSON. Source: FLDOE Private School Directory, Orange County."
Miracle Grace Academy,private_elementary,"6782 N. ORANGE BLOSSOM TRAIL SUITE D14, ORLANDO, FL 32810",Orlando,Orange,(321) 247-5751,electpastor@gmail.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: TERRI WHITE JONES. Source: FLDOE Private School Directory, Orange County."
Monte Ararat School,private_elementary,"1317 EDGEWATER DR #7369, ORLANDO, FL 32804",Orlando,Orange,(305) 507-8824,montearartschool@gmail.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: RICHARD HERELA. Source: FLDOE Private School Directory, Orange County."
Morning Star Catholic School,private_elementary,"930 LEIGH AVE., ORLANDO, FL 32804",Orlando,Orange,(407) 295-3077,abbeya@morningstarorlando.org,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: DR. ALICIA ABBEY. Source: FLDOE Private School Directory, Orange County."
Murphy Christian Academy,private_elementary,"7507 KINGSPOINTE PKWAY STE 104, ORLANDO, FL 32819",Orlando,Orange,(407) 226-7024,contact@murphychristianacademy.org,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: DENNISE DUARTE. Source: FLDOE Private School Directory, Orange County."
New Heights Preparatory Academy,private_elementary,"630 EMERALDA RD SUIT 104, ORLANDO, FL 32808",Orlando,Orange,(407) 725-5519,amber.glenn83@gmail.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: AMBER WILSON. Source: FLDOE Private School Directory, Orange County."
New Wings Educational Services Llc,private_elementary,"4700 MILLENIA BLVD 500, ORLANDO, FL 32838",Orlando,Orange,(407) 908-1956,s.garciamedina117@gmail.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: SHEILA O. GARCIA MEDINA. Source: FLDOE Private School Directory, Orange County."
New World Dream Academy,private_elementary,"7380 W SAND LAKE RD SUITE 500, ORLANDO, FL 32819",Orlando,Orange,(407) 668-8365,info@nwdacademy.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: JULIANA VILLEGAS LONDONO. Source: FLDOE Private School Directory, Orange County."
Ocala Christian Learning Academy Inc.,private_elementary,"1428 E SEMORAN BOULEVARD UNIT 112, APOPKA, FL 32703",Apopka,Orange,(407) 408-0320,lapfleger@yahoo.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: LOUIS PFLEGER. Source: FLDOE Private School Directory, Orange County."
Ocoee Oaks School,private_elementary,"201 S. CLARKE RD., OCOEE, FL 34761",Ocoee,Orange,(407) 293-6650,janeadocoeeoaks@gmail.com,,PK-K,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: JANE STEELE. Source: FLDOE Private School Directory, Orange County."
One Accord Christian Academy,private_elementary,"7301 EDGEWATER DRIVE, ORLANDO, FL 32810-3524",Orlando,Orange,(407) 523-3002,oacaorlando@aol.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: DENISE BALBUENA. Source: FLDOE Private School Directory, Orange County."
Orange County Academy,private_elementary,"18415 11TH AVE, ORLANDO, FL 32833",Orlando,Orange,(407) 929-0574,suziecaffery@outlook.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: SUZANNE CAFFERY. Source: FLDOE Private School Directory, Orange County."
Orlando Christian Prep,private_elementary,"500 S. SEMORAN BLVD., ORLANDO, FL 32807",Orlando,Orange,(407) 823-9744,jjacobson@orlandochristianprep.org,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: JENNIE JACOBSON. Source: FLDOE Private School Directory, Orange County."
Orlando Private School,private_elementary,"4607 NORTH PINE HILLS ROAD, ORLANDO, FL 32808",Orlando,Orange,(407) 730-4049,njoseph@awesomelandpreschoolacademy.org,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: DR. NANCY JOSEPH. Source: FLDOE Private School Directory, Orange County."
Orlando Torah Academy,private_elementary,"8651 COMMODITY CIRCLE, ORLANDO, FL 32819",Orlando,Orange,(407) 270-4936,rabbiys@orlandotorah.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: RABBI YEHUDA SCHEPANSKY. Source: FLDOE Private School Directory, Orange County."
