source_query,position,result_type,title,description,displayed_url,url,host,rejection_reason
Orange County FL charter school elementary,36,organic,Seminole County Public Schools - Home,"The mission of Seminole County Public Schools is to ensure that all students acquire the knowledge, skills, and attitudes to be productive citizens.Read more",https://www.scps.k12.fl.us,https://www.scps.k12.fl.us/,scps.k12.fl.us,
Orange County FL charter school elementary,38,organic,Orlando Science Charter School East Campus - Home,"Enrolling for 2026-2027! The lottery for the 2026–2027 school year is now complete, and we are thrilled to welcome our newest students to our community!Read more",https://east.orlandoscience.org,https://east.orlandoscience.org/,east.orlandoscience.org,
Orange County FL charter school elementary,39,organic,Success Academy: Public Charter Schools NYC | K-12,We're thrilled to announce that we are expanding to Florida in 2027. We are bringing our proven model of academic excellence and joyful learning ...Read more,https://www.successacademies.org,https://www.successacademies.org/,successacademies.org,
Orange County FL charter school elementary,40,organic,Connections Academy®: Online Public School for K-12 Students,"Connections Academy is a tuition-free, accredited K–12 online public school. Explore how students thrive with personalized, at-home learning by clicking ...",https://www.connectionsacademy.com,https://www.connectionsacademy.com/,connectionsacademy.com,
Orlando FL lower school,21,organic,Holy Cross Lutheran Academy | Christian School PK - 12th ...,"Come for Preschool stay through High School. Christian School in Seminole County, Florida. Preschool and K-12 School. Tuition is 20 - 30% less than most ...",https://thehcla.org,https://thehcla.org/,thehcla.org,
Orlando FL lower school,25,organic,Orlando Elementary School,"Crenshaw offers a nurturing, safe environment and a distinct, sequenced program specifically designed to meet the needs of its Lower School students.",https://thecrenshawacademy.com › orlando-elementary-s...,https://thecrenshawacademy.com/orlando-elementary-school,thecrenshawacademy.com,
Orlando FL lower school,27,organic,Ecclesial Schools,"We seek to open the doors to the private Christian school, putting high-quality education within reach of every family.Read more",https://www.esischools.org,https://www.esischools.org/,esischools.org,
Orange County FL preparatory school elementary,41,organic,Osceola Christian Preparatory School,"At Christian Preparatory Schools, your child's education is our top priority. Contact us to learn more about our Christian private school in Kissimmee, FL.",https://christianprepschools.com › osceola-christian-pre...,https://christianprepschools.com/osceola-christian-preparatory-school/,christianprepschools.com,
Orange County FL preparatory school elementary,42,organic,Home - Scholarship Prep Orange County Public Charter School,"Home - Explore Scholarship Prep in Santa Ana: A free TK-8 school blending academics, arts, & athletics in a university-inspired, nurturing elementary ...",https://santa-ana.scholarshipschools.org,https://santa-ana.scholarshipschools.org/,santa-ana.scholarshipschools.org,
Orange County FL preparatory school elementary,46,organic,Step Up For Students: Scholarships For PreK-12 In Florida,Step Up For Students offers tailored scholarships for Florida's PreK-12 students. Start your child's academic journey today.,https://www.stepupforstudents.org,https://www.stepupforstudents.org/,stepupforstudents.org,
Orange County FL preparatory school elementary,47,organic,Charter Schools USA,Find Your School ... We have over 100 campuses across 4 states. North Carolina South Carolina Florida Louisiana. Careers. We are always looking for teachers and ...Read more,https://www.charterschoolsusa.com,https://www.charterschoolsusa.com/,charterschoolsusa.com,
Orange County FL preparatory school elementary,48,organic,"Fairmont Schools: Best Private School Orange County, CA","Discover Fairmont Private Schools, a leading group of campuses offering strong academics and student support. Explore programs and find the right fit.",https://www.fairmontschools.com,https://www.fairmontschools.com/,fairmontschools.com,
Orange County FL elementary school,30,organic,Search For Schools and Colleges,"Apopka Elementary 311 Vick Rd, Apopka, FL 32712 (407) 884-2200 - Orange County ; Apopka High 555 W Martin St, Apopka, FL 32712 (407) 905-5500 - Orange County.",https://nces.ed.gov › globallocator › State=FL › School=1,https://nces.ed.gov/globallocator/index.asp?search=1&State=FL&city=Apopka&zipcode=&miles=&itemname=&School=1,nces.ed.gov,
Orange County FL elementary school,31,organic,Public Access,ORANGE CENTER ELEMENTARY (1331). CSI. Raise. Title1 · ORANGE COUNTY BOOT CAMP (8004) · ORANGE COUNTY PREPARATORY ACADEMY CHARTER (0206) · ORANGE DISTRICT OFFICE ...Read more,https://cims2.floridacims.org › public_access,https://cims2.floridacims.org/public_access/48,cims2.floridacims.org,
Orange County FL elementary school,33,organic,Substitute Jobs | Orange County Public Schools,Kelly Education is accepting applications for new substitute teachers or paraprofessionals at Orange County Public Schools.Read more,https://www.mykelly.com › local-jobs › substitute-jobs-...,https://www.mykelly.com/local-jobs/substitute-jobs-orange-county-public-schools/,mykelly.com,
Orange County FL elementary school,36,organic,Monthly School Menus & Pricing,2021 Sawgrass Lake Elementary School · 2021 Shore Acres Elementary School · 2022 Coachman Service Center · 2022 Orange Grove Elementary School · 2022 St.,https://www.pcsb.org › departments › food-and-nutrition,https://www.pcsb.org/departments/facilities-and-operations/food-and-nutrition/monthly-school-menus-pricing,pcsb.org,
Orange County FL elementary school,38,organic,EDJOIN - The Nation's #1 Education Job Board,"EDJOIN is the leading educational job site in the United States, offering a wide range of job opportunities in the education sector.Read more",https://www.edjoin.org,https://www.edjoin.org/,edjoin.org,
Orange County FL K-8 school,32,organic,School Choice,The mission of the Office of K-12 School Choice is to support quality public and private educational choice programs by providing information and assistance.Read more,https://www.fldoe.org › schools › school-choice,https://www.fldoe.org/schools/school-choice/,fldoe.org,
Orange County FL K-8 school,39,organic,Immunizations - Florida Department of Health,Information about childhood immunization requirements for school attendance and vaccine exemptions. Immunization Records. Immunization records are usually ...Read more,https://www.floridahealth.gov › immunization,https://www.floridahealth.gov/individual-family-health/immunization/,floridahealth.gov,
Orange County FL academy elementary school,40,organic,Mayor's Citizens Academy,"The Mayor's Citizen Academy is a dynamic 9-week program that gives you an interactive, first-hand look into your local government.",https://www.orangecountyfl.net › Mayor › MayorsCitize...,https://www.orangecountyfl.net/BoardofCommissioners/Mayor/MayorsCitizensAcademy.aspx,orangecountyfl.net,
Orange County FL academy elementary school,42,organic,"Behavior-Based Education | Arts-Based Learning | Orlando, FL","CAMEN Academy uses the performing arts to help neurodiverse students thrive through creative structure, individualized methods, and behavior-based ...",https://www.camenacademy.com,https://www.camenacademy.com/,camenacademy.com,
Orange County FL academy elementary school,43,organic,Olympus Academy,Our Curriculum. Our thoughtfully crafted curriculum not only aligns with Florida's rigorous academic standards but also incorporates the innovative principles ...Read more,https://www.olympuscharterschool.org,https://www.olympuscharterschool.org/,olympuscharterschool.org,
Orange County FL academy elementary school,44,organic,parent academy,"Contact. (407) 317-3200. Orange County Public Schools - 445 W Amelia St., Orlando, FL 32801 - (407) 317-3323 ... School. Searchable Dropdown more. Keyword ...Read more",https://ocps.samaritan.com › custom › organization_details,https://ocps.samaritan.com/custom/503/organization_details/1759,ocps.samaritan.com,
Orange County FL academy elementary school,45,organic,Premier Academy: Home,"Celebrating over 30 years, Premier Academy is a private school offering Toddler, Preschool, Kindergarten, First Grade and Summer Camp programs.",https://premieracademyschools.com,https://premieracademyschools.com/,premieracademyschools.com,
Orange County FL private school elementary,41,organic,Center Academy | Special Education Schools in Florida,"Center Academy School are accredited special education schools near you in Florida for special needs students, ADHD disorders, dyslexia, ...",https://centeracademy.com,https://centeracademy.com/,centeracademy.com,
Orange County FL private school elementary,43,organic,St. Johns Christian School - Private Christian School,"Welcome to St. Johns Christian School, a leading private Christian school K-12 dedicated to academic excellence and spiritual growth.",https://sjcsfl.org,https://sjcsfl.org/,sjcsfl.org,
Orange County FL private school elementary,45,organic,"Port Orange, FL | 386-855-8982 - Private Schools","Discover Garden of Faith Preschool and School of Arts, a premier private school in Port Orange, FL, offering a nurturing environment for your child's growth ...",https://www.gardenfaithpreschool.com › private-schools,https://www.gardenfaithpreschool.com/private-schools/port-orange-fl,gardenfaithpreschool.com,
Orange County FL private school elementary,47,organic,Orange County Charter Schools Directory,​ Anaheim Elementary School District. Vibrant Minds Charter School (TK-6) ... Independent Study​​​. ​Capistrano Unified School District. Community Roots ...,https://ocde.us › glcp › CharterSchools › Pages › Charter...,https://ocde.us/glcp/CharterSchools/Pages/Charter-Schools-Directory.aspx,ocde.us,
Orange County FL private school elementary,48,organic,The Pegasus School: Home,California Association of Independent Schools Accrediting Commission for Schools NAIS: National Association of Independent Schools National Board of ...Read more,https://www.thepegasusschool.org,https://www.thepegasusschool.org/,thepegasusschool.org,
Orange County FL private school elementary,49,organic,Community Leadership Academy | Private Christian School,"Offering Pre-K through 12th grade, we are a private Christian school in Tallahassee, FL with a vision to develop the next generation of godly leaders.",https://clatallahassee.org,https://clatallahassee.org/,clatallahassee.org,
Orange County FL private school elementary,50,organic,Holy Family Catholic School - Orange,"For over 70 years, HFCS has enabled students to be successful, spiritual, and well rounded individuals. Apply Today! It's a great day to be a Spartan!",https://www.holyfamilyk8.org,https://www.holyfamilyk8.org/,holyfamilyk8.org,
Orlando FL lower school,33,organic,"School With Small Class Sizes Orlando, FL",We invite you to reach out and discover how our commitment to small class sizes can help your student excel academically and personally at Pluris Academy.,https://plurisacademy.com › school-with-small-class-sizes...,https://plurisacademy.com/school-with-small-class-sizes-orlando-fl,plurisacademy.com,
Orlando FL lower school,40,organic,KIPP Public Charter Schools | College Preparatory Schools,"KIPP is a national network of public charter schools educating early childhood, elementary, middle, and high school students.",https://www.kipp.org,https://www.kipp.org/,kipp.org,
Orange County FL elementary school,39,organic,Schools in Orange County County,"Schools in Orange County County ; Castle Creek Elementary, Orange, 1245 North Avalon Park Blvd, Orlando, 4072077428 ; Catalina Elementary, Orange, 2448 29th St, ...Read more",https://liko.in › usa-counties › orange-county-fl,https://liko.in/usa-counties/orange-county-fl,liko.in,
Orange County FL elementary school,41,organic,Showcase - Orange County School District,Schools · A.L. Stanback Middle School · Cedar Ridge High School · Central Elementary School · Efland-Cheeks Global Elementary School · Grady A. Brown Elementary ...Read more,https://www.orangecountyfirst.com › showcase,https://www.orangecountyfirst.com/showcase,orangecountyfirst.com,
Orange County FL elementary school,43,organic,Elementary Schools,Westward Elementary · Whispering Pines Elementary · Wynnebrook Elementary. To Top. Visit Us. 3300 Forest Hill Boulevard. West Palm Beach. FL. 33406. Get ...Read more,https://www.palmbeachschools.org › schools › elementa...,https://www.palmbeachschools.org/schools/elementary-schools,palmbeachschools.org,
Orange County FL elementary school,44,organic,Elementary Schools,"As such, Clay County offers several School Choice options at the elementary ... See Orange Park Elementary school website for application information.Read more",https://www.oneclay.net › page › elementary-schools,https://www.oneclay.net/page/elementary-schools,oneclay.net,
Orange County FL elementary school,46,organic,Orange County Public Schools,"Get more information for Orange County Public Schools in Orlando, FL. See ... Stone Lake Elementary School. Catholic elementary and secondary schools.Read more",https://www.mapquest.com › ... › Florida › Orlando,https://www.mapquest.com/us/florida/orange-county-public-schools-444612486,mapquest.com,
Orange County FL elementary school,47,organic,"List of Schools in Orange County School District – Orlando, FL",Schools · 2-M-E-1 · 31-E-W-4 · Acceleration Academy · Addictions Receiving Facility · Adolescent Substance Abuse Program · Aloma Elementary School · Amikids Orlando.Read more,https://www.schoolcalendars.org › florida › schools,https://www.schoolcalendars.org/florida/orange-county-school-district-916151/schools/,schoolcalendars.org,
Orange County FL charter school elementary,41,organic,Access Charter School: Home,Access Charter School is a 6 – 12 grade exceptional education program designed to meet the needs of students diagnosed with Autism Spectrum Disorder.Read more,https://www.accesscharterschool.org,https://www.accesscharterschool.org/,accesscharterschool.org,
Orange County FL charter school elementary,43,organic,The Villages Charter School,"The Villages Charter School (TVCS) opened in August, 2000 and is one of the most successful public charter schools in Florida.",https://www.tvcs.org,https://www.tvcs.org/,tvcs.org,
Orange County FL charter school elementary,49,organic,"The School District of Osceola County, Florida - Charter ...",Charter schools are public schools that operate under a performance contract or a “charter” with the freedom from many regulations that govern district schools.Read more,https://www.osceolaschools.net › ...,https://www.osceolaschools.net/23107_4,osceolaschools.net,
Orange County FL private K-8 school,30,organic,Moreland's Alternative Educational Academy K-12,"The mission of MAEA is to assist students in grades K-12 in achieving their highest academic potential through creative, individual, flexible and structured ...Read more",https://www.morelandsacademy.com,https://www.morelandsacademy.com/,morelandsacademy.com,
Orange County FL private K-8 school,34,organic,Search for Private Schools - Search Results,"lake rose christian academy 4340 N Hiawassee Rd, Orlando, FL 32818. (407) 434-9988. Orange. 77. KG-12. 78. leaders preparatory school 1021 N Goldenrod Rd, ...Read more",https://nces.ed.gov › privateschoolsearch › school_list,https://nces.ed.gov/surveys/pss/privateschoolsearch/school_list.asp?Search=1&State=12&County=Orange&ID=BB180729&SchoolPageNum=6,nces.ed.gov,
Orlando FL lower school,41,organic,"Secular Private School Orlando, FL","With student-teacher ratios of 12:1 in our Lower School and 15:1 in our Middle and High Schools, we provide individualized attention that helps each student ...Read more",https://thecrenshawacademy.com › secular-private-school...,https://thecrenshawacademy.com/secular-private-school-orlando-fl,thecrenshawacademy.com,
Orlando FL lower school,42,organic,Lower School Student Life,"See Why We're Central Florida's #1 Private Christian School. Request Information · Schedule a Tour · Apply Now. Visit Us. 2667 Bruton Blvd. Orlando, FL 32805.Read more",https://thefirstacademy.org › Student Life,https://thefirstacademy.org/student-life/lower-school-student-life/,thefirstacademy.org,
Orlando FL lower school,43,organic,Transfer Students | UCF Undergraduate Admissions,"High school transcripts are not required for transfers with an awarded A.A. degree from a Florida public community college, state college or university if ...Read more",https://www.ucf.edu › admissions › transfer,https://www.ucf.edu/admissions/undergraduate/transfer/,ucf.edu,
Orlando FL lower school,46,organic,Nova Southeastern University,NSU Florida Logo. QUICK LINKS. Canvas · SharkLink · Abraham S. Fischler College of Education and School of Criminal Justice · Barry and Judy Silverman College ...Read more,https://www.nova.edu,https://www.nova.edu/index.html,nova.edu,
Orlando FL lower school,50,organic,Academics,Upper School solving math problems on a window. Lower School students smiling in a classroom. PreK - 6th ...Read more,https://www.lhprep.org › academics,https://www.lhprep.org/academics,lhprep.org,
Orange County FL private K-8 school,44,organic,American Heritage Schools: #1 Private K-12 School in Florida,"American Heritage Schools is an innovative leader in private education, providing academic excellence and unparalleled college prep for Pre-K3 to 12th ...",https://www.ahschool.com,https://www.ahschool.com/,ahschool.com,
Orange County FL K-8 school,44,organic,Controlled Open Enrollment (COE),"wards creek Elementary. Available Seats. 251. Webster Elementary. Available Seats. 360. K-8 Academies ... 40 Orange St, St Augustine Fl, 32084. Physical: 47 ...Read more",https://www.stjohns.k12.fl.us › coe,https://www.stjohns.k12.fl.us/coe/,stjohns.k12.fl.us,
Orange County FL K-8 school,45,organic,Early Learning Coalition of Orange County,Florida's School Readiness program provides eligible families financial assistance to enroll their children in quality child care and early learning programs.Read more,https://elcoforangecounty.org,https://elcoforangecounty.org/,elcoforangecounty.org,
Orange County FL K-8 school,49,organic,Home | Clay County District Schools,"GREEN COVE SPRINGS, FL – Clay County District Schools is proud to ... At Orange Park Elementary, academic lessons are taking on a deeper meaning ...Read more",https://www.oneclay.net,https://www.oneclay.net/,oneclay.net,
